INCOME,SAVINGS,DEBT,r_SAVINGS_INCOME,r_DEBT_INCOME,r_DEBT_SAVINGS,T_CLOTHING_12,r_CLOTHING_INCOME,r_CLOTHING_SAVINGS,r_CLOTHING_DEBT,T_EDUCATION_12,r_EDUCATION_INCOME,r_EDUCATION_SAVINGS,r_EDUCATION_DEBT,T_ENTERTAINMENT_12,r_ENTERTAINMENT_INCOME,r_ENTERTAINMENT_SAVINGS,r_ENTERTAINMENT_DEBT,T_FINES_12,r_FINES_INCOME,r_FINES_SAVINGS,r_FINES_DEBT,T_GAMBLING_12,r_GAMBLING_INCOME,r_GAMBLING_SAVINGS,r_GAMBLING_DEBT,T_GROCERIES_12,r_GROCERIES_INCOME,r_GROCERIES_SAVINGS,r_GROCERIES_DEBT,T_HEALTH_12,r_HEALTH_INCOME,r_HEALTH_SAVINGS,r_HEALTH_DEBT,T_HOUSING_12,r_HOUSING_INCOME,r_HOUSING_SAVINGS,r_HOUSING_DEBT,T_TAX_12,r_TAX_INCOME,r_TAX_SAVINGS,r_TAX_DEBT,T_TRAVEL_12,r_TRAVEL_INCOME,r_TRAVEL_SAVINGS,r_TRAVEL_DEBT,T_UTILITIES_12,r_UTILITIES_INCOME,r_UTILITIES_SAVINGS,r_UTILITIES_DEBT,T_EXPENDITURE_12,r_EXPENDITURE_INCOME,r_EXPENDITURE_SAVINGS,r_EXPENDITURE_DEBT,CAT_GAMBLING,CAT_DEBT,CAT_CREDIT_CARD,CAT_MORTGAGE,CAT_SAVINGS_ACCOUNT,CAT_DEPENDENTS,DEFAULT,CREDIT_SCORE
193225,1410542,2589215,7.299997412,13.4,1.835617089,5276,0.02730495536,0.00374040617,0.002037683236,33375,0.1727260965,0.0236611175,0.0128900072,12255,0.06342347005,0.008688149662,0.00473309478,0,0,0,0,0,0,0,0,63812,0.3302471212,0.04523934771,0.02464530755,9627,0.0498227455,0.00682503605,0.003718115336,0,0,0,0,7431,0.0384577565,0.00526818769,0.002869981828,43552,0.2253952646,0.03087607459,0.01682054213,17897,0.09262259024,0.01268803056,0.0069121336,193225,1,0.1369863499,0.07462686567,0,1,1,0,1,1,0,552
98937,89043,742028,0.8999969678,7.500005054,8.333367025,9001,0.09097708643,0.1010859922,0.01213027002,5049,0.05103247521,0.05670294128,0.006804325443,20305,0.205231612,0.2280358928,0.0273641965,0,0,0,0,9201,0.09299857485,0.103332098,0.01239980162,5212,0.05267998828,0.05853351751,0.007023993704,2119,0.02141766983,0.0237974911,0.002855687386,14503,0.1465882329,0.1628763631,0.01954508455,2100,0.02122562843,0.02358411105,0.002830081884,28927,0.2923779779,0.3248655144,0.03898370412,2520,0.02547075412,0.02830093326,0.00339609826,98937,1,1.111114855,0.1333332435,1,1,0,0,1,0,1,538
14291,207220,20007,14.50003499,1.39997201,0.09654956085,1688,0.118116297,0.00814593186,0.08437047034,0,0,0,0,3616,0.2530263802,0.01745005308,0.1807367421,0,0,0,0,0,0,0,0,4430,0.3099853054,0.02137824534,0.2214225021,2731,0.1910992933,0.0131792298,0.1365022242,0,0,0,0,161,0.01126583164,0.0007769520317,0.008047183486,0,0,0,0,1665,0.1165068924,0.008034938712,0.08322087269,14291,1,0.06896535083,0.714299995,0,1,0,0,1,0,1,624
166965,400716,678991,2.4,4.066666667,1.694444444,5995,0.03590572875,0.01496072031,0.00882927756,3567,0.02136375887,0.008901566197,0.005253383329,13545,0.08112478663,0.03380199443,0.01994871802,0,0,0,0,6519,0.03904411104,0.0162683796,0.009601010912,14778,0.08850956787,0.03687898661,0.02176464784,3498,0.02095049861,0.00872937442,0.005151761953,0,0,0,0,5441,0.03258766807,0.01357819503,0.008013361002,50833,0.3044530291,0.1268554288,0.07486549895,7134,0.04272751774,0.01780313239,0.01050676666,111310,0.6666666667,0.2777777778,0.1639344262,1,1,0,0,1,0,0,582
209348,209348,1084801,1,5.181807326,5.181807326,16933,0.08088446032,0.08088446032,0.01560931452,8987,0.04292852093,0.04292852093,0.008284468764,27164,0.1297552401,0.1297552401,0.02504053739,0,0,0,0,0,0,0,0,9925,0.04740909873,0.04740909873,0.009149143483,3851,0.01839520798,0.01839520798,0.003549959854,25734,0.1229245085,0.1229245085,0.02372232326,3416,0.01631732809,0.01631732809,0.003148964649,89829,0.4290893632,0.4290893632,0.08280689269,4477,0.02138544433,0.02138544433,0.004127024219,190316,0.9090891721,0.9090891721,0.1754386288,0,1,0,1,1,0,0,602
82618,859227,132189,10.39999758,1.600002421,0.1538464224,1999,0.02419569585,0.002326509758,0.01512228703,0,0,0,0,9371,0.1134256457,0.01090631463,0.07089092133,0,0,0,0,0,0,0,0,12729,0.1540705415,0.0148144786,0.09629394276,9104,0.1101939045,0.0105955702,0.0688710861,0,0,0,0,468,0.005664625142,0.0005446756212,0.003540385357,44641,0.5403301944,0.05195483848,0.3377058605,4306,0.05211939287,0.00501148125,0.03257457126,82618,1,0.09615386854,0.6249990544,0,1,0,0,1,0,0,636
56930,404832,56930,7.111048656,1,0.1406262351,1937,0.0340242403,0.004784700814,0.0340242403,0,0,0,0,6961,0.1222729668,0.01719478697,0.1222729668,0,0,0,0,614,0.01078517478,0.001516678523,0.01078517478,8454,0.1484981556,0.02088273654,0.1484981556,2872,0.0504479185,0.007094300846,0.0504479185,14381,0.2526084665,0.0355233776,0.2526084665,383,0.006727560162,0.0009460714568,0.006727560162,24453,0.4295274899,0.06040283377,0.4295274899,3200,0.05620937994,0.007904513477,0.05620937994,63255,1.111101353,0.15625,1.111101353,1,1,0,1,1,0,0,651
35512,17756,273442,0.5,7.699988736,15.39997747,5392,0.1518359991,0.3036719982,0.01971898977,3697,0.1041056544,0.2082113089,0.01352023464,11236,0.3164000901,0.6328001802,0.0410909809,0,0,0,0,6627,0.1866129759,0.3732259518,0.02423548687,4058,0.1142712323,0.2285424645,0.01484044148,1246,0.03508673125,0.07017346249,0.004556725009,0,0,0,0,1413,0.03978936697,0.07957873395,0.005167457816,0,0,0,0,1843,0.05189794999,0.1037959,0.006740003365,35512,1,2,0.1298703198,1,1,0,0,1,0,0,548
0,57923,57923,2.480770259,4.600004065,1,0,0.04616133749,0,0,0,0,0,0,0,0.1370545944,0,0,0,0,0,0,530,0,0.009150078553,0.009150078553,876,0.130729453,0.01512352606,0.01512352606,182,0.03754747082,0.003142102446,0.003142102446,0,0,0,0,0,0.02503047973,0,0,13223,0.2986742888,0.2282858277,0.2282858277,432,0.05240791526,0.007458177235,0.007458177235,15243,0.9090930636,0.263159712,0.263159712,1,1,0,0,1,0,0,576
25301,232310,23001,9.18185052,0.9090945022,0.09900994361,1130,0.04466226631,0.004864190091,0.04912829877,0,0,0,0,2706,0.1069522944,0.01164822866,0.1176470588,0,0,0,0,0,0,0,0,3839,0.1517331331,0.01652533253,0.1669057867,1256,0.04964230663,0.005406568809,0.05460632146,5600,0.2213351251,0.0241057208,0.2434676753,132,0.005217185091,0.0005682062761,0.005738880918,7095,0.2804236987,0.03054108734,0.3084648494,1243,0.04912849294,0.0053506091,0.05404112865,23001,0.9090945022,0.09900994361,1,0,1,0,0,1,0,0,593
378893,622467,1975657,1.642856954,5.214287411,3.17391444,22731,0.05999319069,0.03651759852,0.01150553968,8396,0.02215929035,0.01348826524,0.004249725534,31975,0.08439057993,0.05136818498,0.01618448951,0,0,0,0,0,0,0,0,34507,0.09107320536,0.0554358705,0.0174660885,12037,0.03176886351,0.01933757131,0.006092656772,0,0,0,0,13890,0.03665942628,0.02231443595,0.007030572615,130447,0.3442845342,0.2095645231,0.06602714945,16655,0.04395700105,0.02675643849,0.008430107048,270638,0.7142860913,0.4347828881,0.1369863291,0,1,0,0,1,0,1,563
6789,3879,0,0.5713654441,0,0,124,0.01826484018,0.0319670018,0.01167688305,0,0,0,0,2460,0.3623508617,0.6341840681,0.02597560515,0,0,0,0,0,0,0,0,438,0.06451612903,0.1129156999,0.02461393035,0,0,0,0.006576653979,0,0,0,0,0,0,0,0.005178822109,6676,0.9833554279,1.721062129,0.0468732978,0,0,0,0.009842643775,9698,1.428487259,2.500128899,0.1694915218,0,0,0,0,1,0,0,599
11371,91999,9303,8.090669246,0.8181338493,0.1011206644,562,0.04942397327,0.006108762052,0.06041062023,0,0,0,0,2904,0.2553865095,0.0315655605,0.3121573686,0,0,0,0,204,0.01794037464,0.002217415407,0.02192841019,3254,0.2861665641,0.03536994967,0.349779641,2177,0.1914519391,0.02366330069,0.2340105342,0,0,0,0,132,0.01160847771,0.001434798204,0.0141889713,0,0,0,0,1104,0.09708908627,0.01200013044,0.1186713963,10337,0.9090669246,0.112359917,1.111146942,1,1,0,0,1,0,0,673
81157,14756,81157,0.1818204221,1,5.499932231,14177,0.1746861022,0.960761724,0.1746861022,0,0,0,0,26533,0.3269342139,1.798116021,0.3269342139,0,0,0,0,12895,0.1588895597,0.8738818108,0.1588895597,10293,0.1268282465,0.6975467606,0.1268282465,2527,0.03113717856,0.1712523719,0.03113717856,0,0,0,0,3011,0.03710092783,0.2040525888,0.03710092783,0,0,0,0,4343,0.05351356014,0.2943209542,0.05351356014,73779,0.9090897889,4.999932231,0.9090897889,1,1,0,0,1,0,0,646
126790,369803,1215067,2.916657465,9.5833031,3.285714286,8313,0.06556510766,0.0224795364,0.006841598035,4359,0.03437968294,0.01178735705,0.003587456494,16217,0.1279044089,0.04385307853,0.01334658912,0,0,0,0,0,0,0,0,14884,0.1173909614,0.04024845661,0.01224953027,8582,0.06768672608,0.02320695073,0.007062985004,0,0,0,0,6613,0.05215711018,0.01788249419,0.005442498233,38039,0.3000157741,0.1028628756,0.03130609259,8651,0.06823093304,0.02339353656,0.007119771996,105658,0.8333307043,0.2857142857,0.08695652174,0,1,0,0,1,0,0,581
189395,206612,671490,1.090905251,3.545447345,3.25000484,16742,0.08839726498,0.08103111146,0.02493261255,9353,0.04938356345,0.04526842584,0.01392872567,28487,0.1504105177,0.1378767932,0.0424235655,0,0,0,0,17294,0.09131180865,0.0837027859,0.025754665,8315,0.04390295414,0.04024451629,0.01238290965,3014,0.01591383088,0.01458772966,0.004488525518,26779,0.1413923282,0.1296100904,0.03987996843,3879,0.02048100531,0.01877432095,0.005776705535,53665,0.2833496132,0.2597380597,0.07991928398,4649,0.02454658254,0.0225011132,0.006923409135,172177,0.9090894691,0.8333349467,0.256410371,1,1,0,0,1,0,0,633
26754,16052,179252,0.599985049,6.700007476,11.16695739,2720,0.1016670404,0.1694492898,0.01517416821,0,0,0,0,9066,0.3388652164,0.5647894343,0.05057684154,0,0,0,0,0,0,0,0,2960,0.1106376617,0.1844006977,0.01651306541,870,0.03251850191,0.05419885373,0.004853502332,8599,0.3214098826,0.5356964864,0.04797157075,1040,0.03887269193,0.06478943434,0.005801887845,0,0,0,0,1499,0.05602900501,0.09338400199,0.008362528731,26754,1,1.666708198,0.1492535648,0,1,0,0,1,0,0,566
113172,833360,967110,7.363658856,8.545488283,1.160494864,3519,0.0310942636,0.004222664875,0.003638676055,0,0,0,0,8629,0.07624677482,0.01035446866,0.0089224597,0,0,0,0,0,0,0,0,56103,0.4957321599,0.06732144571,0.05801098117,11038,0.09753295868,0.01324517615,0.01141338627,0,0,0,0,6529,0.05769094829,0.007834549294,0.006751041764,0,0,0,0,17066,0.1507970169,0.02047854469,0.01764638976,102884,0.9090941222,0.1234568494,0.1063829347,0,1,0,0,1,1,0,596
0,55493,96098,2.480770259,4.600004065,1.73171391,0,0.04616133749,0,0,0,0,0,0,0,0.1370545944,0,0,0,0,0,0,0,0,0,0,865,0.130729453,0.01558755158,0.009001227913,149,0.03754747082,0.002685023336,0.001550500531,1210,0,0.02180455193,0.01259131303,0,0.02503047973,0,0,10886,0.2986742888,0.1961688862,0.1132801931,425,0.05240791526,0.00765862361,0.004422568628,13535,0.9090930636,0.2439046366,0.1408458032,0,1,0,0,1,0,0,623
60213,876429,73593,14.55547805,1.22221115,0.08396915209,2928,0.04862737283,0.003340829662,0.03978639273,0,0,0,0,10110,0.167903941,0.01153544668,0.1373771962,0,0,0,0,0,0,0,0,10364,0.1721222992,0.01182525909,0.1408286114,8264,0.1372461096,0.009429172243,0.1122932888,15444,0.2564894624,0.01762150728,0.2098569157,408,0.006775945394,0.0004655254447,0.005544005544,15967,0.2651752944,0.018218247,0.2169635699,3418,0.05676515038,0.003899916593,0.04644463468,66903,1.111105575,0.07633590399,0.909094615,0,1,0,0,1,0,1,630
49201,44281,226325,0.9000020325,4.60000813,5.111108602,5277,0.1072539176,0.1191707504,0.02331602784,2939,0.05973455824,0.06637158149,0.01298575058,9025,0.1834312311,0.2038120187,0.0398762841,0,0,0,0,0,0,0,0,3015,0.06127924229,0.06808789323,0.01332155087,1056,0.02146297839,0.02384769992,0.004665856622,8410,0.1709314851,0.1899234435,0.03715895283,1117,0.02270279059,0.02522526592,0.004935380537,16896,0.3434076543,0.3815631987,0.07465370595,1466,0.02979614235,0.03310675007,0.006477410803,49201,1,1.111108602,0.2173909201,0,1,0,0,1,0,0,624
364432,1027036,2285984,2.818182816,6.272731264,2.22580708,1855,0.005090112833,0.00180616843,0.0008114667469,35493,0.09739265487,0.03455867175,0.01552635539,20864,0.05725073539,0.02031476988,0.009126923023,0,0,0,0,3292,0.009033235281,0.003205340416,0.001440080071,83549,0.2292581332,0.08134963137,0.03654837479,15147,0.04156330948,0.01474826588,0.006626030628,77834,0.2135761953,0.07578507472,0.03404835729,7843,0.0215211617,0.007636538544,0.003430907653,66650,0.1828873425,0.06489548565,0.0291559346,18775,0.05151852746,0.01828076134,0.008213093355,331302,0.909091408,0.322580708,0.1449275236,1,1,1,1,1,1,0,597
122247,48899,1014650,0.400001636,8.299999182,20.74991309,7797,0.06378070628,0.1594511135,0.0076844232,0,0,0,0,29714,0.2430652695,0.6076606884,0.02928497511,0,0,0,0,0,0,0,0,9994,0.08175251744,0.2043804577,0.009849701868,4025,0.03292514336,0.08231252173,0.003966885133,0,0,0,0,4023,0.03290878304,0.0822716211,0.00396491401,61850,0.5059428861,1.264852042,0.06095698024,4844,0.03962469427,0.0990613305,0.004774060021,122247,1,2.499989775,0.1204819396,0,1,1,0,1,0,0,581
276482,1543693,23040,5.583339964,0.08333273052,0.01492524744,11165,0.04038237571,0.007232655716,0.4845920139,34084,0.1232774647,0.0220795197,1.479340278,12021,0.04347841812,0.007787170117,0.5217447917,0,0,0,0,2881,0.01042020819,0.001866303727,0.1250434028,70272,0.2541648281,0.0455220047,3.05,10853,0.03925391165,0.00703054299,0.4710503472,0,0,0,0,7538,0.02726398102,0.004883095279,0.3271701389,63455,0.2295086118,0.0411059712,2.754123264,18133,0.06558473969,0.01174650659,0.7870225694,230402,0.833334539,0.14925377,10.00008681,1,1,0,0,1,1,0,670
455849,1329559,1063647,2.916665387,2.333331871,0.7999998496,17402,0.03817492196,0.01308855041,0.01636069109,0,0,0,0,54719,0.1200375563,0.04115575164,0.05144469923,0,0,0,0,0,0,0,0,41827,0.09175626139,0.03145930342,0.03932413667,16926,0.03713071653,0.01273053697,0.0159131742,54515,0.1195900397,0.04100231731,0.05125290627,16846,0.03695521982,0.01267036664,0.01583796128,157319,0.3451120876,0.1183241962,0.1479052731,20320,0.04457616448,0.0152832631,0.01910408246,379874,0.8333329677,0.2857142857,0.3571429243,0,1,1,1,1,0,1,645
22231,244541,37793,11,1.700013495,0.1545466813,1342,0.06036615537,0.005487832306,0.03550922128,0,0,0,0,2069,0.09306823805,0.008460748913,0.05474558781,0,0,0,0,0,0,0,0,3115,0.1401196527,0.01273815025,0.08242267086,2498,0.1123656156,0.01021505596,0.06609689625,0,0,0,0,108,0.004858081058,0.0004416437325,0.002857672056,12149,0.5464891368,0.04968083062,0.3214616463,950,0.04273312042,0.003884829129,0.02513693012,22231,1,0.09090909091,0.5882306247,0,1,0,0,1,0,1,616
199356,398712,398712,2,2,1,25087,0.1258402055,0.06292010273,0.06292010273,0,0,0,0,25035,0.1255793656,0.06278968278,0.06278968278,0,0,0,0,0,0,0,0,27590,0.1383956339,0.06919781697,0.06919781697,11241,0.05638656474,0.02819328237,0.02819328237,0,0,0,0,11085,0.05560404502,0.02780202251,0.02780202251,52857,0.2651387468,0.1325693734,0.1325693734,13235,0.06638877185,0.03319438592,0.03319438592,166130,0.8333333333,0.4166666667,0.4166666667,0,1,0,0,1,0,0,632
62978,377870,108781,6.000031757,1.727285719,0.2878794294,1457,0.02313506304,0.003855823431,0.01339388312,0,0,0,0,6502,0.1032424021,0.01720697594,0.05977146744,0,0,0,0,0,0,0,0,6506,0.1033059164,0.0172175616,0.05980823857,6734,0.1069262282,0.01782094371,0.06190419283,13535,0.21491632,0.03581919708,0.124424302,330,0.005239925053,0.0008733162199,0.003033618003,19201,0.3048842453,0.05081377193,0.1765106039,2988,0.04744513957,0.007907481409,0.0274680321,57253,0.9090952396,0.1515150713,0.526314338,0,1,0,0,1,0,0,639
0,6979,6611,2.480770259,4.600004065,0.9472703826,0,0.04616133749,0,0,0,0,0,0,0,0.1370545944,0,0,0,0,0,0,609,0,0.08726178536,0.09211919528,900,0.130729453,0.1289583035,0.1361367418,114,0.03754747082,0.01633471844,0.01724398729,1518,0,0.2175096719,0.2296173045,0,0.02503047973,0,0,0,0.2986742888,0,0,532,0.05240791526,0.07622868606,0.0804719407,3673,0.9090930636,0.5262931652,0.5555891696,1,1,0,0,1,0,0,490
167342,669370,1073780,4.000011952,6.416679614,1.60416511,16029,0.09578587563,0.02394639736,0.01492763881,0,0,0,0,38827,0.2320218475,0.05800528855,0.036159176,0,0,0,0,15692,0.09377203571,0.02344293888,0.01461379426,31368,0.1874484588,0.04686197469,0.02921268789,10841,0.06478349727,0.01619582593,0.01009610907,0,0,0,0,11570,0.06913984535,0.01728490969,0.01077501909,0,0,0,0,15125,0.09038376498,0.02259587373,0.01408575313,139452,0.8333353253,0.2083332088,0.1298701782,1,1,1,0,1,0,0,555
29647,438776,41506,14.80001349,1.400006746,0.09459496417,1361,0.04590683712,0.003101810491,0.03279043994,0,0,0,0,3879,0.1308395453,0.008840501759,0.09345636775,0,0,0,0,0,0,0,0,5206,0.1755995548,0.01186482396,0.125427649,2148,0.07245252471,0.004895436396,0.05175155399,0,0,0,0,176,0.005936519715,0.0004011158313,0.004240350793,15305,0.5162411037,0.03488112385,0.3687418686,1572,0.05302391473,0.003582693675,0.03787404231,29647,1,0.06756750597,0.7142822724,0,1,0,0,1,0,1,644
22191,254192,14122,11.4547339,0.6363841197,0.05555642979,898,0.04046685593,0.003532762636,0.06358872681,0,0,0,0,2506,0.1129286648,0.009858689495,0.1774536185,0,0,0,0,232,0.01045468884,0.0009126959149,0.01642826795,3557,0.1602902077,0.01399335935,0.2518765047,2456,0.1106754991,0.009661987789,0.1739130435,0,0,0,0,121,0.005452660989,0.000476018128,0.008568191474,9249,0.4167905908,0.03638588154,0.6549355615,1155,0.05204812762,0.004543809404,0.08178728225,20174,0.9091072958,0.07936520426,1.428551197,1,1,0,0,1,0,0,642
39989,383894,11997,9.599989997,0.3000075021,0.03125081403,1008,0.02520693191,0.002625724809,0.08402100525,0,0,0,0,4490,0.1122808772,0.0116959369,0.3742602317,0,0,0,0,341,0.00852734502,0.0008882660318,0.02842377261,5382,0.1345870114,0.01401949496,0.448612153,5613,0.1403636,0.01462122357,0.4678669667,9167,0.2292380405,0.02387898743,0.7641076936,200,0.005001375378,0.0005209771447,0.01667083438,11756,0.2939808447,0.03062303657,0.9799116446,2032,0.05081397384,0.00529312779,0.1693756773,39989,1,0.1041667752,3.333249979,1,1,0,0,1,0,0,630
68682,611892,49950,8.909059142,0.7272647855,0.08163205272,1667,0.02427127923,0.002724336974,0.03337337337,0,0,0,0,9012,0.1312134184,0.01472808927,0.1804204204,0,0,0,0,0,0,0,0,8489,0.1235986139,0.01387336327,0.1699499499,4662,0.06787804665,0.007618991587,0.09333333333,18791,0.2735942459,0.03070966772,0.3761961962,492,0.007163448939,0.0008040634622,0.00984984985,15155,0.2206546111,0.02476744262,0.3034034034,4170,0.06071459771,0.006814928125,0.08348348348,62438,0.9090882618,0.102040883,1.25001001,0,1,0,1,1,0,0,695
0,5872,23487,2.480770259,4.600004065,3.9998297,0,0.04616133749,0,0,0,0,0,0,0,0.1370545944,0,0,0,0,0,0,0,0,0,0,369,0.130729453,0.06284059946,0.01571081875,36,0.03754747082,0.006130790191,0.001532762805,411,0,0.06999318801,0.01749904202,0,0.02503047973,0,0,4374,0.2986742888,0.7448910082,0.1862306808,148,0.05240791526,0.02520435967,0.006301358198,5338,0.9090930636,0.9090599455,0.2272746626,0,1,0,0,1,0,1,462
